https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or175-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Disappointed ,We were disappointed with the room not being clean and or cleaned probably during our stay. The windows to the room face the lobby so it’s not really dark enough in the room and there’s no natural light - you need to choose a room...More,14
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or195-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,None,Very nice hotel,"Nice staff, nice rooms. Close to all attractions. Recommended. I would say it is more business people friendly but for family is also ok. Starback by the entrance of the hotel. Nice restaurants nearby.",25
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or245-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"This time, the customer WAS and IS right! ","First of all, I booked my stay directly with a non refundable rate, after I cancelled an Expedia reservation, and well before the cancellation period ended. The day before arrival, the hotel cancelled my reservation of the non-refundable rate as they got a ""fax"" from...More",222
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or245-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Nice hotel,Nice older hotel. The rooms work for what they are i have a 2 bed room large tv bathroom is decent has water damage on the ceiling. Imterior view of the lobby from the 9th floor. The pool is great. The gym is 24 hrs...More,147
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or255-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Lived up to the name. Truly was GRAND!,"My family and I stayed here for my dad's birthday. As soon as you walk in, the hotel was breathtaking and beautiful! I loved the location. Several museums are walking distance. There's a Starbucks downstairs which was very convenient! Across the street there are several...More",29
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or265-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Incredible service, made a trip to remember! ",Recently I visited the grand Hyatt Washington on 1st July to the 5th and I honestly do not have 1 bad word to say! It’s not often you go to hotels and they are aware of certain occasions that you are celebrating but beforehand I...More,6
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or275-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Wonderful!,"This hotel is gorgeous! It’s centrally located and within walking distance to just about anything you want to do! The metro station that’s attached to the lobby makes it even more convenient. The lobby is beautiful and welcoming, our rooms were clean and spacious, the...More",11
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or285-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,None,Great hotel in DC,"We chose this hotel to stay for summer vacation in DC. It has the best location: 5 mins walking to museums and White House, direct access to metro station, very close to many restaurants and city center shops. All staff we met were very polite...More",38
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or305-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Nice stay minus the noise upstairs ,Room was clean. Location is very convenient with the Metro in the basement of the building. Staff were helpful. But the room above me kept me up a bit. Heard them walking around etc. would stay again.,168
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or340-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Business Trip, nice location","Stayed 4 night/5 days. The conference areas were typical of most hotels, food was not awesome but not horrible, the hotel was located in a nice area for my needs, close to China town, shopping, and food. I would have preferred the cleaning staff to...More",5
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or420-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Always a good place to stay,"The location is great for a DC visitor. The hotel is well staffed and well run. The concierge is always helpful. The room is comfortable. Nice big beds. A fridge for our own wine. We got free WIFI, which I always appreciate. Hotels that nickle...More",20
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or455-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Convenient Location and welcoming staff,A co-worker and I stayed here last week while attending a conference. The location makes walking and using public transportation to get around the city super easy. You can actually enter the hotel directly from the Metro Rail system without even exiting outside. Located just...More,9
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or460-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Second Home Awary From Home,"We have spent a lot of time in DC and stayed at many hotels in the area; but I have to say this is our favourite. 
 The location is ideal for walking to all the tourist sights. Its centrally located for walking distance to National...More",92
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or480-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,EVERY THING WE EXPECTED,"As we make it a practice of staying at Grand Hyatt's, this one was no disappointment. This being our first time in DC, we found it to be central to any attraction, tour, restaurant we wanted. As usual staff was more than responsive, and quick...More",114
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or510-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Lovely hotel, close to everything","Hyatt rarely fails to disappoint. They always have comfy beds and very nice amenities without going overboard on price. 
The restaurant is meh....I mean, it's good but doesn't offer anything recognizable. They just try TOO hard to be different and it just misses the mark...More",24
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or510-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great Penn Quarter Hotel,"The Grand Hyatt is a great location for Penn quarter activities.  It is located about 2-3 blocks easy walk from Chinatown, Capital One Arena and National Portrait Gallery amongst others (National Mall etc).  Easy to get around and also across the street from the new...More",41
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or515-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great Location,"Great Location, near downtown great shops, restaurants coffee places and walking destination to basically everywhere you want to get in DC. Starbucks coffee in the room makes great difference (old machines though) nice big room windows and the K street view is great.More",35
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or530-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Absolutely Amazing!,First time in Washington and decided to stay at this beautiful hotel. The hotel is very modern and beautiful. The front desk staff was super friendly and outgoing(kudos to Micheila! I believe that was her name) The hotel has 55” Tv in the room with...More,10
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or545-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Great Location, Poor Housekeeping",This hotel is in a great location and aesthetically is very appealing. The rooms are on the smaller size and it does become slightly uncomfortable if you have quite a few bags. The bathroom was a great size The staff were friendly upon check in....More,58
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or560-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Unforgettable Stay, Attentive Staff, Exceptional Property","My family stayed at the Grand Hyatt before the end of the year. We stayed for 3 nights, 3 unforgettable nights at the Presidential Suite. We had no idea what to expect. We've never stayed at a Presidential Suite ever in our lives. We flew...More",26
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or580-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Central located for exploring the Capital,"0,5mile Walk away from White House 

Nice spacious rooms

+ nice stuff 
+ directly opposite Capital Brewery - low cost / delicious food and beer experience
+ near to shopping malls, bars/restaurants

- rooms to street side noisy (better ask for room into hall)
-...More",49
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or585-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Wouldn’t stay anywhere else!,"There’s a reason we stay in Hyatt Hotels.  They treat you like family! 
From the moment we checked in, the time at the hotel and to check out, the hotel stay was exceptional.  
We reserved two double beds and when checked in, got an upgrade...More",312
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or600-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Nice hotel,"We spent two nights at the Grand Hyatt in room 1125 and enjoyed our stay.  The room, which had two double beds, was spacious, clean and quiet with a view into the hotel's atrium.  The beds were comfortable and the room well maintained.  The employees...More",33
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or615-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Comfortable, perfect for business","Pretty hotel that has business written all over it from the interior design to the overall set-up of reception, shops and Starbucks within the front part of the building.
I had a room on the inside which means you look out over their inside courtyard....More",137
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or645-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Just ok,"When you first walk in, the hotel is quite impressive, we had breakfast included, lots of choice, very satisfying, restaurant staff were very helpful and friendly, guest services staff upon checking in were ok, the concierge lady was very self important and not as friendly...More",80
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or720-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Not so Grand ,"I booked a room about 3 weeks ago for a conference being held in the hotel. 
On arrival at the hotel at 11pm , no bellboy , no doorman so no one to help with bags and with doors opening outwards not an easy task....More",25
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or760-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great place,"Really great place where to stay, big bed, big room, friendly staff. Perfect breakfast. Hotel is close to main park, best way how to explore the city is rent a city bike. Museums and main tourist atractions are also nerby.",31
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or815-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Good location,"We stayed a few nights here.  The hotel is in a good location, walking distance to The White House, The Capitol, FBI Building and other attractions.  The subway is accessible through the hotel lobby.  The bed was comfortable and the room was very nice.  Appreciated...More",302
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or825-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Great Rates & Location, Super-Friendly Staff","Grand Hyatt Washington sits on the corner of H Street NW between 10th & 11th Streets NW, in the Penn Quarter neighborhood allowing easy walking access to many of the museums, memorials & restaurants (although some may take longer to get to depending on your...More",59
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or830-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great hotel for work trip,"Came for a conference. This hotel is made for business traveling! So convenient in terms of the space and offerings: clean room comes with a large desk (and all outlets/ports right there at the desk space), a chair with ottoman in case you want to...More",108
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or855-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Exceptional Staff, Service & Setting","No airs, just a tremendously professional, courteous staff - no matter the shift.

Have you ever stayed at a high-end hotel and had the staff put on airs and act as if they owned the place?  Not here.  I cannot speak highly enough of the...More",47
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or855-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Superbly comfortable!,"Stayed at the Grand Hyatt for several days Nd had some of the best sleep ever. I was in a double queen room and the beds were the most comfortable ones I've ever slept in at a hotel, and frankly, they were better than the...More",249
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or865-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,None,Hyatt is Grand Indeed,"Flight into Reagan International from Maui, hop a quick limo to the hotel.  Five nights within walking distance to great restaurants, China Town, the Old Post Office (now Trump owned) and great shopping. If you're an avid walker, lace up your Under Armors for a...More",69
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or895-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,I would go back again,"We stayed at the Grand Hyatt, very comfortable, friendly staff and very beautiful and GRAND!  The hotel reminds me of a cruise ship with interior rooms with balconies, very uniquely designed. The breakfast option was exceptional. The room is very spacious and plenty of dresser...More",104
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or910-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"I came down with strep throat while staying here, and the staff treated me like family--truly exceptional exp.","I stayed here for a work trip last week and woke up in the middle of my first night there with a raging fever and chills, leading me to cancel all my work meetings and extend my stay so I didn't have to fly back...More",1
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or915-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Disappointed,I have stayed at this particular property in the past - most recently 2 months prior to this stay - and did not have a negative experience.  I sensed there may be issues when I stepped off the elevator and realized my room was the...More,30
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or965-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Excellent Location and Comfortable Room,"We stayed six nights at the Grand Hyatt during the week of July 4th at a terrific rate.  The location could not be beat, especially if you use the Metro (you can exit right into the lobby) and the Mall and monuments can be reached...More",104
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or965-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Nice, very well located, friendly staff","I stayed 3 nights with my wife and were very nice, the hotel is very near from all the important places in DC, also has an entrance to the subway in case you want to go further.

The White House, the Smithsonian Museums, the Capitol...More",25
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or985-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great Service,"This was our first stay at this centrally located four star hotel.
Great location new the new city center, Chinatown, and the 7th street restaurants and attractions.
What made our stay special was the fabulous concierge service of KIMU, chef concierge.
The regency club was...More",18
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1010-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Beautiful hotel, great location","We stayed here for a long weekend recently and the hotel is beautiful and very centrally located.  You can access the Metro from the hotel lobby and get to anywhere in DC in a matter of minutes. We walked almost everywhere though-to the monuments, White...More",51
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1045-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great location & wonderful staff ,"Great location, metro line in the hotel complex.  Very convenient.
The bar, called Cure, is a great place to rendezvous.
But NO business center - and no convenient place in the lobby of the hotel to sit down and work (my spouse was working in...More",87
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1045-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Looks are deceiving ,"Beautiful lobby, clean lines and modern look. 
 The rooms however...beds are hard and the air conditioning has a regulator, so you can't adjust it like you'd want. 
 It said it was 65 degrees in my room, but it was closer to 77. Had to call...More",31
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1075-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Room Not clean, mold around tub, customer service no response","Booked Business class room for two. But it comes with one breakfast and one bottle of water a day. So, if you go for business and has spouse with you, no breakfast or water for her. Room dirty, see picture hairs on rest room floor....More",78
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1155-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Awesome Hotel ,"Room was perfect for my needs. King size bed, plenty of room to sit in other areas (chair & ottoman, business desk.) Love the toiletries June Jacobs Spa Collection. My only complaint...was that their is only one bank of elevators and my room was about...More",28
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1175-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Very pleasant ,"Fantastic hotel and friendly staff, very good location as the tour bus passes the front of the hotel and the stop is just around the corner. 
There is a metro stop underneath the hotel. 
The hotel lobby is very impressive when you enter, there is...More",24
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1240-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Central and Perfect for exploring the city,"We booked to stay in the hotel for a six night city break in Washington. We wanted to be central for the attractions but close to the Verizon Centre as we managed to get basketball and Ice hockey tickets.

The hotel is very central and...More",43
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1350-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,As Stately As The Name Suggests!,"We arrived in Washington D.C., to the Grand Hyatt early the Sunday before President's Day and from the instant you enter the hotel you are greeted by a fashionably appointed, spacious lobby that includes a couple of gift shops, a bistro and a Starbucks Reserve....More",76
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1350-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Vacation,"Very very nice place,  we were impressed to hear that every 4 years an inaugural ball is held here.  Room was nice, only reason I didn't give it a 5 is I wasn't impressed with the bathroom needs updating",113
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1470-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Very good choice,"My wife and I stayed there due to her going to a professional conference at the hotel.  We added more days to our trip for a vacation.  As she was attending the conference I saw the sights (my wife had been to DC before, it...More",36
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1545-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Without the incidents it would have been great,"The hotel is fine. I used a Diamond Suite Upgrade and was put into the standard suite, which was beautiful. The suite was big with comfy bedroom and beautiful wood furniture. The bathroom was also huge with a nice soaking tub. The hotel is huge...More",100
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1550-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Wonderful Hotel in a Great Location,"This is my first time at this hotel and I can definitely say it was the right choice.  Located east of the mall area and west of Chinatown, this hotel is very conveniently located to many restaurants, Verizon Center, museums and other desired locations.  The...More",394
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1590-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Nice hotel with thin windows,This is a great hotel in a nice location downtown DC. It is within walking distance to Metro Center and Chinatown areas. The room was nice and clean. The overnight parking was expensive but in line with other DC hotel parking garages. My only complaint...More,74
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1590-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Good and not good,Upon arrival at the hotel I was struggling to get my bags out of the taxi and into the hotel. There were about 4 employees standing outside and not one of them offered assistance. Check in with Juan was very good. When I was walking...More,17
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1630-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Nice!,"Nice beautiful hotel. Clean with good sized rooms. Comfortable sleeping, clean up quick. 12 floors with atrium in center where you can see everyone and everything.  Hotel very busy during visit with people everywhere but didn't seem to slow the hotel personnel down.",43
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1660-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great Location and Friendly Services,"Great location connected to MTR station, 5 mins walk to China Town and restaurants around. Gym is well equipped while condensed, with a small in-door swimming pool. But beware of bus stations nearby, which can be quite noisy.",1
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1665-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Here for a conference, but will definitely come back","Background: Had a conference here so booked the hotel out of convenience.

Atmosphere: A nice hotel in a nice area of DC, adjacent to Chinatown and within walking distance to the White House. The lobby is gorgeous and bright, very modern. Rooms were nice and...More",165
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1665-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,A Grand Stay,"Walking in to the lobby of the Grand Hyatt in Washington, D.C. was a foretaste of the kind of stay that I would be having. Beautiful sight, friendly reception and clean accommodations. Besides the hotel's great reputation and the excellent hotel experience, the location of...More",5
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1755-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Visiting Washington DC,"Great place very nice and clean. 
Our room was a perfect room 577 ;) 
The noise, what noise we were facing the Atrium and I am glad for it, as I find that it was pretty noisy outside with fire trucks Police cars. 

They have...More",41
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1845-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,"Perfect location, very comfortable beds!","This hotel is perfect for DC travelers. There is a Metro station with escalator access below the hotel and you can travel anywhere from here.  After a day I felt like an expert in finding my way around. Many, many of the major attractions are...More",9
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1850-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Too Noisy,"We reserved two rooms, one King and one double on the Grand Club floor.  We waited a minute or two to speak to a lady at the front desk to check in.  Check in was very quick.   No nonsense.   Didn't really talk about the hotel,...More",44
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1885-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Very comfortable and close to everything,"I've stayed at a few places in the immediate area of the Convention Center for volleyball but this was my first stay for business and at the Grand Hyatt.  This is my new go-to place.  

The Grand Hyatt is close and an easy walk to...More",251
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1890-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great Location Makes Up for Aging Feeling; Shoddy Service,"Stay Report - 7/29-7/31

Location: Definitely the best part of the hotel is the location. There's a direct entrance to the Washington Metro. Follow signs to ""G Street"" when you're in the station and it's a quick walk through Washington Center. The White House was...More",674
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1950-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Amazing hotel!,"I stayed at the Grand Hayatt to a Conference and really enjoyed the hotel and the location around! Near the white house and the national mall! The hotel is absolutely amazing, great room, but no breakfast included and the wifi didnt work on the underground...More",69
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or1955-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Wizards Game! ,This place has an ideal location if you are wanting to go to a Wizards game! It is also ideal to visit all of the DC attractions (be prepared to walk a few miles). It has a Starbucks downstairs. It also has high-end shops across...More,58
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or2020-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Fairly good hotel,"A large lobby with a high ceiling and light makes it very welcoming.  Centrally located in the heart of DC its a convenient place for moving arpund. The rooms are good and all amenities including metro station is within the premises access.

A special mention...More",66
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or2035-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great Convention Hotel,"Stayed this past week for DAR National Congress and it was great. The hotel was amazing, they knew the clientele for the week. The had all hotel staff wear DAR pins and provided and extra food bar at night when sessions had let out. Every...More",67
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or2050-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Comfortable Conference Hotel,"I have been to DC many times and this was my first stay at the Grand Hyatt. I was there to attend a conference at the Convention Center which seemed to be a short 10 min walk away from the hotel.

The hotel is large...More",194
https://www.tripadvisor.com/Hotel_Review-g28970-d84067-Reviews-or2055-Grand_Hyatt_Washington-Washington_DC_District_of_Columbia.html,Grand Hyatt Washington,Great stay at the Grand Hyatt!,"My 7-year old daughter stayed at the Grand Hyatt over Memorial Day weekend. The location is amazing - 7 min walk to Madame Tussauds, 10 mins to the National Museum of Natural History, just to name some of the many things to do in DC....More",33
